investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,cohort_year,previous_date,gap_days,status
INV001181,2024-09-21,118634,Sip,2088,West Bengal,Kolkata,T30,26-35,Male,21.0,Cheque,Verified,2024,2024-08-29,23.0,Active
INV001181,2025-03-03,118635,Sip,7043,West Bengal,Kolkata,T30,26-35,Male,21.0,Net Banking,Verified,2024,2024-09-21,163.0,At Risk
INV001181,2025-05-29,120843,Sip,10655,West Bengal,Kolkata,T30,26-35,Male,21.0,UPI,Verified,2024,2025-03-03,87.0,At Risk
INV001182,2024-04-03,149324,Sip,20014,Punjab,Amritsar,B30,26-35,Male,9.1,Net Banking,Verified,2024,,,Active
INV001182,2024-04-13,149323,Sip,12588,Punjab,Amritsar,B30,26-35,Male,9.1,Mandate,Verified,2024,2024-04-03,10.0,Active
INV001183,2024-03-27,120504,Sip,1837,West Bengal,Kolkata,T30,46-55,Male,79.9,Mandate,Verified,2024,,,Active
INV001183,2024-04-10,120503,Sip,2604,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified,2024,2024-03-27,14.0,Active
INV001183,2024-09-02,102886,Sip,2532,West Bengal,Kolkata,T30,46-55,Male,79.9,Cheque,Verified,2024,2024-04-10,145.0,At Risk
INV001183,2024-11-03,101207,Sip,1633,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified,2024,2024-09-02,62.0,At Risk
INV001183,2024-12-01,118632,Sip,596,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified,2024,2024-11-03,28.0,Active
INV001184,2025-04-22,120506,Sip,1000,Punjab,Amritsar,B30,26-35,Female,15.4,Mandate,Verified,2025,,,Active
INV001185,2024-07-04,120842,Sip,525,Haryana,Faridabad,B30,26-35,Female,22.5,Cheque,Verified,2024,,,Active
INV001185,2024-07-15,119599,Sip,47634,Haryana,Faridabad,B30,26-35,Female,22.5,Net Banking,Verified,2024,2024-07-04,11.0,Active
INV001185,2024-07-25,119552,Sip,573,Haryana,Faridabad,B30,26-35,Female,22.5,Mandate,Verified,2024,2024-07-15,10.0,Active
INV001185,2025-02-18,118632,Sip,15075,Haryana,Faridabad,B30,26-35,Female,22.5,UPI,Verified,2024,2024-07-25,208.0,At Risk
INV001185,2025-05-19,118635,Sip,457,Haryana,Faridabad,B30,26-35,Female,22.5,Net Banking,Verified,2024,2025-02-18,90.0,At Risk
INV001186,2024-05-06,120507,Sip,2301,Maharashtra,Pune,T30,26-35,Male,19.8,UPI,Verified,2024,,,Active
INV001186,2024-07-05,102887,Sip,3598,Maharashtra,Pune,T30,26-35,Male,19.8,Cheque,Verified,2024,2024-05-06,60.0,At Risk
INV001186,2024-08-06,120844,Sip,3161,Maharashtra,Pune,T30,26-35,Male,19.8,UPI,Verified,2024,2024-07-05,32.0,Active
INV001186,2024-11-16,149323,Sip,7645,Maharashtra,Pune,T30,26-35,Male,19.8,UPI,Verified,2024,2024-08-06,102.0,At Risk
INV001186,2025-03-14,149322,Sip,2629,Maharashtra,Pune,T30,26-35,Male,19.8,Net Banking,Verified,2024,2024-11-16,118.0,At Risk
INV001187,2024-10-29,148569,Sip,4672,West Bengal,Kolkata,T30,26-35,Female,24.3,Net Banking,Verified,2024,,,Active
INV001188,2024-01-27,119598,Sip,9885,Delhi,New Delhi,T30,18-25,Male,7.9,UPI,Pending,2024,,,Active
INV001189,2024-01-19,120844,Sip,24132,Maharashtra,Nashik,B30,56+,Male,70.1,UPI,Verified,2024,,,Active
INV001189,2024-03-08,119598,Sip,2225,Maharashtra,Nashik,B30,56+,Male,70.1,Net Banking,Verified,2024,2024-01-19,49.0,At Risk
INV001189,2024-05-18,120507,Sip,422,Maharashtra,Nashik,B30,56+,Male,70.1,Cheque,Verified,2024,2024-03-08,71.0,At Risk
INV001190,2024-01-04,118636,Sip,9909,Maharashtra,Mumbai,T30,26-35,Male,15.6,Mandate,Verified,2024,,,Active
INV001190,2024-03-12,120506,Sip,11016,Maharashtra,Mumbai,T30,26-35,Male,15.6,UPI,Verified,2024,2024-01-04,68.0,At Risk
INV001190,2024-04-04,120844,Sip,469,Maharashtra,Mumbai,T30,26-35,Male,15.6,Cheque,Verified,2024,2024-03-12,23.0,Active
INV001190,2024-07-01,100016,Sip,12241,Maharashtra,Mumbai,T30,26-35,Male,15.6,Cheque,Verified,2024,2024-04-04,88.0,At Risk
INV001190,2025-01-15,102887,Sip,6797,Maharashtra,Mumbai,T30,26-35,Male,15.6,Net Banking,Verified,2024,2024-07-01,198.0,At Risk
INV001190,2025-05-03,149324,Sip,5312,Maharashtra,Mumbai,T30,26-35,Male,15.6,Mandate,Verified,2024,2025-01-15,108.0,At Risk
INV001191,2024-01-26,148567,Sip,1047,Telangana,Hyderabad,T30,56+,Male,37.5,UPI,Pending,2024,,,Active
INV001191,2024-03-14,120503,Sip,582,Telangana,Hyderabad,T30,56+,Male,37.5,Net Banking,Verified,2024,2024-01-26,48.0,At Risk
INV001192,2024-09-19,102885,Sip,42971,Telangana,Hyderabad,T30,26-35,Male,8.1,UPI,Verified,2024,,,Active
INV001192,2024-10-28,100033,Sip,48350,Telangana,Hyderabad,T30,26-35,Male,8.1,UPI,Verified,2024,2024-09-19,39.0,At Risk
INV001192,2024-12-18,118636,Sip,5290,Telangana,Hyderabad,T30,26-35,Male,8.1,UPI,Verified,2024,2024-10-28,51.0,At Risk
INV001192,2025-05-10,102886,Sip,2609,Telangana,Hyderabad,T30,26-35,Male,8.1,Net Banking,Pending,2024,2024-12-18,143.0,At Risk
INV001193,2024-10-07,101208,Sip,12969,Delhi,New Delhi,T30,46-55,Female,66.3,Net Banking,Verified,2024,,,Active
INV001193,2024-10-26,148567,Sip,1996,Delhi,New Delhi,T30,46-55,Female,66.3,Cheque,Verified,2024,2024-10-07,19.0,Active
INV001193,2025-02-03,120507,Sip,3532,Delhi,New Delhi,T30,46-55,Female,66.3,Net Banking,Verified,2024,2024-10-26,100.0,At Risk
INV001193,2025-03-19,118635,Sip,9029,Delhi,New Delhi,T30,46-55,Female,66.3,Mandate,Verified,2024,2025-02-03,44.0,At Risk
INV001194,2024-06-16,149322,Sip,15195,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,Verified,2024,,,Active
INV001194,2024-06-26,148568,Sip,6099,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,Verified,2024,2024-06-16,10.0,Active
INV001194,2024-12-02,120844,Sip,2656,Karnataka,Bangalore,T30,18-25,Male,7.7,Net Banking,Verified,2024,2024-06-26,159.0,At Risk
INV001195,2024-03-16,101206,Sip,5473,Gujarat,Surat,T30,26-35,Male,6.4,Cheque,Verified,2024,,,Active
INV001195,2024-03-29,101208,Sip,42054,Gujarat,Surat,T30,26-35,Male,6.4,Net Banking,Verified,2024,2024-03-16,13.0,Active
INV001195,2024-04-11,118634,Sip,8752,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,Verified,2024,2024-03-29,13.0,Active
INV001195,2024-09-25,120505,Sip,7016,Gujarat,Surat,T30,26-35,Male,6.4,Cheque,Verified,2024,2024-04-11,167.0,At Risk
INV001195,2024-10-01,125497,Sip,556,Gujarat,Surat,T30,26-35,Male,6.4,UPI,Verified,2024,2024-09-25,6.0,Active
INV001195,2024-10-15,125497,Sip,4162,Gujarat,Surat,T30,26-35,Male,6.4,Mandate,Verified,2024,2024-10-01,14.0,Active
INV001195,2025-03-20,119092,Sip,1107,Gujarat,Surat,T30,26-35,Male,6.4,UPI,Verified,2024,2024-10-15,156.0,At Risk
INV001195,2025-03-25,120843,Sip,58567,Gujarat,Surat,T30,26-35,Male,6.4,Net Banking,Verified,2024,2025-03-20,5.0,Active
INV001196,2024-02-20,102885,Sip,4867,Punjab,Chandigarh,T30,26-35,Male,21.4,Cheque,Verified,2024,,,Active
INV001196,2024-07-01,148567,Sip,1092,Punjab,Chandigarh,T30,26-35,Male,21.4,UPI,Verified,2024,2024-02-20,132.0,At Risk
INV001196,2024-09-24,102887,Sip,933,Punjab,Chandigarh,T30,26-35,Male,21.4,UPI,Verified,2024,2024-07-01,85.0,At Risk
INV001196,2025-03-12,149324,Sip,52311,Punjab,Chandigarh,T30,26-35,Male,21.4,Mandate,Verified,2024,2024-09-24,169.0,At Risk
INV001196,2025-04-22,149323,Sip,1615,Punjab,Chandigarh,T30,26-35,Male,21.4,Cheque,Verified,2024,2025-03-12,41.0,At Risk
INV001196,2025-05-26,100016,Sip,1022,Punjab,Chandigarh,T30,26-35,Male,21.4,UPI,Pending,2024,2025-04-22,34.0,Active
INV001197,2024-05-29,125497,Sip,2817,West Bengal,Kolkata,T30,36-45,Female,29.6,Net Banking,Verified,2024,,,Active
INV001197,2024-07-24,118635,Sip,2093,West Bengal,Kolkata,T30,36-45,Female,29.6,Mandate,Pending,2024,2024-05-29,56.0,At Risk
INV001197,2025-01-26,119092,Sip,26540,West Bengal,Kolkata,T30,36-45,Female,29.6,Mandate,Verified,2024,2024-07-24,186.0,At Risk
INV001198,2024-02-11,125498,Sip,2237,Maharashtra,Mumbai,T30,26-35,Female,20.4,Cheque,Verified,2024,,,Active
INV001198,2024-06-03,119095,Sip,29612,Maharashtra,Mumbai,T30,26-35,Female,20.4,Mandate,Verified,2024,2024-02-11,113.0,At Risk
INV001198,2024-07-27,118633,Sip,589,Maharashtra,Mumbai,T30,26-35,Female,20.4,UPI,Verified,2024,2024-06-03,54.0,At Risk
INV001198,2024-11-27,102885,Sip,448,Maharashtra,Mumbai,T30,26-35,Female,20.4,Net Banking,Verified,2024,2024-07-27,123.0,At Risk
INV001198,2025-05-14,119599,Sip,26891,Maharashtra,Mumbai,T30,26-35,Female,20.4,Net Banking,Verified,2024,2024-11-27,168.0,At Risk
INV001199,2024-01-30,120506,Sip,25230,Telangana,Hyderabad,T30,46-55,Male,94.6,UPI,Verified,2024,,,Active
INV001199,2024-06-21,101206,Sip,2154,Telangana,Hyderabad,T30,46-55,Male,94.6,Net Banking,Verified,2024,2024-01-30,143.0,At Risk
INV001200,2024-05-09,118634,Sip,817,West Bengal,Kolkata,T30,46-55,Male,40.5,Net Banking,Verified,2024,,,Active
INV001200,2025-04-28,125497,Sip,2996,West Bengal,Kolkata,T30,46-55,Male,40.5,Mandate,Verified,2024,2024-05-09,354.0,At Risk
INV001201,2024-08-08,118633,Sip,558,Haryana,Gurugram,T30,56+,Female,32.5,UPI,Verified,2024,,,Active
INV001202,2024-04-09,149323,Sip,7555,Karnataka,Bangalore,T30,26-35,Male,11.3,Cheque,Verified,2024,,,Active
INV001202,2024-06-09,119120,Sip,562,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified,2024,2024-04-09,61.0,At Risk
INV001202,2024-08-10,101207,Sip,16694,Karnataka,Bangalore,T30,26-35,Male,11.3,UPI,Pending,2024,2024-06-09,62.0,At Risk
INV001202,2024-10-03,119094,Sip,1164,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified,2024,2024-08-10,54.0,At Risk
INV001202,2024-11-01,102885,Sip,7085,Karnataka,Bangalore,T30,26-35,Male,11.3,UPI,Pending,2024,2024-10-03,29.0,Active
INV001202,2025-02-12,100025,Sip,2232,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified,2024,2024-11-01,103.0,At Risk
INV001202,2025-04-17,120842,Sip,6835,Karnataka,Bangalore,T30,26-35,Male,11.3,UPI,Pending,2024,2025-02-12,64.0,At Risk
INV001202,2025-05-20,118636,Sip,12792,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified,2024,2025-04-17,33.0,Active
INV001203,2024-07-03,120504,Sip,13627,Uttar Pradesh,Lucknow,T30,18-25,Male,5.0,UPI,Verified,2024,,,Active
INV001203,2025-02-13,119093,Sip,809,Uttar Pradesh,Lucknow,T30,18-25,Male,5.0,Net Banking,Verified,2024,2024-07-03,225.0,At Risk
INV001204,2024-02-18,148568,Sip,486,Delhi,New Delhi,T30,36-45,Male,15.3,Mandate,Verified,2024,,,Active
INV001204,2024-10-21,100025,Sip,9126,Delhi,New Delhi,T30,36-45,Male,15.3,Mandate,Verified,2024,2024-02-18,246.0,At Risk
INV001204,2024-12-31,149322,Sip,2657,Delhi,New Delhi,T30,36-45,Male,15.3,Mandate,Verified,2024,2024-10-21,71.0,At Risk
INV001205,2024-03-20,118634,Sip,51165,Madhya Pradesh,Bhopal,B30,26-35,Male,24.1,Net Banking,Pending,2024,,,Active
INV001206,2024-04-05,102885,Sip,11217,Delhi,Noida,T30,26-35,Male,11.7,Net Banking,Verified,2024,,,Active
INV001206,2024-10-12,102886,Sip,27644,Delhi,Noida,T30,26-35,Male,11.7,UPI,Verified,2024,2024-04-05,190.0,At Risk
INV001206,2025-01-07,118633,Sip,2637,Delhi,Noida,T30,26-35,Male,11.7,Cheque,Verified,2024,2024-10-12,87.0,At Risk
INV001206,2025-05-03,102885,Sip,26124,Delhi,Noida,T30,26-35,Male,11.7,Mandate,Verified,2024,2025-01-07,116.0,At Risk
INV001206,2025-05-27,119093,Sip,8317,Delhi,Noida,T30,26-35,Male,11.7,UPI,Verified,2024,2025-05-03,24.0,Active
INV001206,2025-05-28,118635,Sip,456,Delhi,Noida,T30,26-35,Male,11.7,Mandate,Verified,2024,2025-05-27,1.0,Active
INV001207,2024-02-08,120844,Sip,8931,Karnataka,Bangalore,T30,18-25,Male,5.9,Net Banking,Verified,2024,,,Active
INV001207,2024-02-20,148567,Sip,2509,Karnataka,Bangalore,T30,18-25,Male,5.9,Cheque,Verified,2024,2024-02-08,12.0,Active
INV001207,2024-08-04,149322,Sip,58665,Karnataka,Bangalore,T30,18-25,Male,5.9,Mandate,Verified,2024,2024-02-20,166.0,At Risk
INV001207,2024-08-20,120841,Sip,1014,Karnataka,Bangalore,T30,18-25,Male,5.9,Cheque,Verified,2024,2024-08-04,16.0,Active
INV001207,2024-10-26,148568,Sip,4151,Karnataka,Bangalore,T30,18-25,Male,5.9,Cheque,Verified,2024,2024-08-20,67.0,At Risk
INV001208,2024-03-13,149324,Sip,21560,Gujarat,Ahmedabad,T30,56+,Male,18.7,Cheque,Verified,2024,,,Active
INV001208,2024-03-29,120506,Sip,423,Gujarat,Ahmedabad,T30,56+,Male,18.7,UPI,Verified,2024,2024-03-13,16.0,Active
INV001208,2024-07-14,148568,Sip,4005,Gujarat,Ahmedabad,T30,56+,Male,18.7,UPI,Verified,2024,2024-03-29,107.0,At Risk
INV001208,2024-09-11,119551,Sip,12265,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,Verified,2024,2024-07-14,59.0,At Risk
INV001208,2024-10-20,120505,Sip,6212,Gujarat,Ahmedabad,T30,56+,Male,18.7,Mandate,Pending,2024,2024-09-11,39.0,At Risk
INV001208,2025-01-12,125497,Sip,23567,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,Verified,2024,2024-10-20,84.0,At Risk
INV001208,2025-01-18,102885,Sip,434,Gujarat,Ahmedabad,T30,56+,Male,18.7,Net Banking,Verified,2024,2025-01-12,6.0,Active
INV001209,2024-04-23,119092,Sip,6384,West Bengal,Kolkata,T30,46-55,Female,45.8,Net Banking,Pending,2024,,,Active
INV001209,2024-04-25,119092,Sip,2902,West Bengal,Kolkata,T30,46-55,Female,45.8,Net Banking,Verified,2024,2024-04-23,2.0,Active
INV001209,2024-07-22,149322,Sip,8894,West Bengal,Kolkata,T30,46-55,Female,45.8,UPI,Verified,2024,2024-04-25,88.0,At Risk
INV001210,2024-03-04,120842,Sip,2041,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified,2024,,,Active
INV001210,2024-03-04,120844,Sip,2425,Uttar Pradesh,Agra,B30,36-45,Male,25.5,UPI,Verified,2024,2024-03-04,0.0,Active
INV001210,2024-03-22,101207,Sip,8092,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified,2024,2024-03-04,18.0,Active
INV001210,2024-04-10,118632,Sip,7325,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified,2024,2024-03-22,19.0,Active
INV001210,2024-07-12,102887,Sip,2850,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Mandate,Verified,2024,2024-04-10,93.0,At Risk
INV001210,2024-09-01,100025,Sip,4521,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified,2024,2024-07-12,51.0,At Risk
INV001210,2024-11-17,148569,Sip,53456,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Pending,2024,2024-09-01,77.0,At Risk
INV001210,2024-12-14,119092,Sip,2891,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified,2024,2024-11-17,27.0,Active
INV001210,2024-12-24,102886,Sip,489,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Cheque,Verified,2024,2024-12-14,10.0,Active
INV001211,2025-04-20,119092,Sip,435,Telangana,Hyderabad,T30,26-35,Male,20.2,Mandate,Verified,2024,,,Active
INV001212,2024-04-26,120504,Sip,28770,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Net Banking,Verified,2024,,,Active
INV001212,2024-05-13,119094,Sip,3023,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Cheque,Verified,2024,2024-04-26,17.0,Active
INV001212,2024-09-10,119093,Sip,2658,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Net Banking,Verified,2024,2024-05-13,120.0,At Risk
INV001212,2024-10-29,100025,Sip,1039,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Cheque,Pending,2024,2024-09-10,49.0,At Risk
INV001212,2025-03-08,149324,Sip,8099,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Net Banking,Verified,2024,2024-10-29,130.0,At Risk
INV001213,2024-04-22,120505,Sip,27858,Punjab,Amritsar,B30,36-45,Male,57.7,Cheque,Verified,2024,,,Active
INV001213,2024-09-21,120843,Sip,12801,Punjab,Amritsar,B30,36-45,Male,57.7,Mandate,Verified,2024,2024-04-22,152.0,At Risk
INV001213,2025-05-29,101206,Sip,20964,Punjab,Amritsar,B30,36-45,Male,57.7,Mandate,Verified,2024,2024-09-21,250.0,At Risk
INV001214,2025-04-22,120844,Sip,473,Telangana,Hyderabad,T30,36-45,Male,19.8,Net Banking,Verified,2024,,,Active
INV001215,2024-02-04,149323,Sip,9930,Haryana,Gurugram,T30,36-45,Female,39.3,Net Banking,Verified,2024,,,Active
INV001215,2025-01-01,149324,Sip,17804,Haryana,Gurugram,T30,36-45,Female,39.3,Net Banking,Verified,2024,2024-02-04,332.0,At Risk
INV001215,2025-02-15,148569,Sip,25039,Haryana,Gurugram,T30,36-45,Female,39.3,Cheque,Verified,2024,2025-01-01,45.0,At Risk
INV001215,2025-05-29,125498,Sip,464,Haryana,Gurugram,T30,36-45,Female,39.3,Cheque,Pending,2024,2025-02-15,103.0,At Risk
INV001216,2024-05-02,120505,Sip,5298,Delhi,New Delhi,T30,18-25,Male,3.4,Cheque,Verified,2024,,,Active
INV001216,2025-04-29,125498,Sip,5381,Delhi,New Delhi,T30,18-25,Male,3.4,Mandate,Verified,2024,2024-05-02,362.0,At Risk
INV001217,2024-02-29,101206,Sip,3463,Rajasthan,Jaipur,T30,26-35,Male,21.5,UPI,Verified,2024,,,Active
INV001217,2024-03-09,102886,Sip,466,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified,2024,2024-02-29,9.0,Active
INV001217,2024-03-14,118633,Sip,10640,Rajasthan,Jaipur,T30,26-35,Male,21.5,Net Banking,Verified,2024,2024-03-09,5.0,Active
INV001217,2024-04-27,120504,Sip,5104,Rajasthan,Jaipur,T30,26-35,Male,21.5,Net Banking,Pending,2024,2024-03-14,44.0,At Risk
INV001217,2024-04-29,119599,Sip,50227,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified,2024,2024-04-27,2.0,Active
INV001217,2024-06-25,118635,Sip,5731,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified,2024,2024-04-29,57.0,At Risk
INV001217,2024-10-02,118632,Sip,8345,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified,2024,2024-06-25,99.0,At Risk
INV001217,2025-04-25,120841,Sip,15085,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified,2024,2024-10-02,205.0,At Risk
INV001218,2024-04-09,120504,Sip,2426,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,Mandate,Verified,2024,,,Active
INV001218,2024-07-15,119598,Sip,454,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,Mandate,Verified,2024,2024-04-09,97.0,At Risk
INV001218,2025-03-19,101207,Sip,2291,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Verified,2024,2024-07-15,247.0,At Risk
INV001218,2025-04-23,120506,Sip,7149,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Verified,2024,2025-03-19,35.0,Active
INV001218,2025-05-06,148568,Sip,537,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Verified,2024,2025-04-23,13.0,Active
INV001219,2024-03-04,102886,Sip,26510,West Bengal,Kolkata,T30,26-35,Male,18.4,Net Banking,Verified,2024,,,Active
INV001219,2024-03-09,119120,Sip,9634,West Bengal,Kolkata,T30,26-35,Male,18.4,UPI,Verified,2024,2024-03-04,5.0,Active
INV001219,2024-04-16,119120,Sip,2494,West Bengal,Kolkata,T30,26-35,Male,18.4,Net Banking,Verified,2024,2024-03-09,38.0,At Risk
INV001219,2024-08-12,148568,Sip,7109,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Pending,2024,2024-04-16,118.0,At Risk
INV001219,2024-09-06,149322,Sip,21037,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified,2024,2024-08-12,25.0,Active
INV001219,2024-11-12,149323,Sip,2004,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified,2024,2024-09-06,67.0,At Risk
INV001219,2024-11-13,120507,Sip,8458,West Bengal,Kolkata,T30,26-35,Male,18.4,Cheque,Verified,2024,2024-11-12,1.0,Active
INV001219,2025-02-23,120504,Sip,13227,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified,2024,2024-11-13,102.0,At Risk
INV001220,2024-01-08,119095,Sip,570,Punjab,Chandigarh,T30,36-45,Male,48.3,Cheque,Verified,2024,,,Active
INV001220,2024-03-14,118634,Sip,4574,Punjab,Chandigarh,T30,36-45,Male,48.3,UPI,Verified,2024,2024-01-08,66.0,At Risk
INV001220,2024-05-15,100016,Sip,2834,Punjab,Chandigarh,T30,36-45,Male,48.3,Cheque,Verified,2024,2024-03-14,62.0,At Risk
INV001220,2024-08-23,118634,Sip,2706,Punjab,Chandigarh,T30,36-45,Male,48.3,Net Banking,Verified,2024,2024-05-15,100.0,At Risk
INV001220,2024-12-05,101208,Sip,1025,Punjab,Chandigarh,T30,36-45,Male,48.3,UPI,Pending,2024,2024-08-23,104.0,At Risk
INV001220,2025-03-15,120504,Sip,5884,Punjab,Chandigarh,T30,36-45,Male,48.3,Net Banking,Verified,2024,2024-12-05,100.0,At Risk
INV001220,2025-04-15,102887,Sip,817,Punjab,Chandigarh,T30,36-45,Male,48.3,UPI,Verified,2024,2025-03-15,31.0,Active
INV001221,2024-02-02,102886,Sip,487,Delhi,New Delhi,T30,26-35,Female,22.4,Mandate,Verified,2024,,,Active
INV001221,2024-06-23,101206,Sip,803,Delhi,New Delhi,T30,26-35,Female,22.4,Mandate,Verified,2024,2024-02-02,142.0,At Risk
INV001221,2024-08-30,119120,Sip,27222,Delhi,New Delhi,T30,26-35,Female,22.4,Cheque,Pending,2024,2024-06-23,68.0,At Risk
INV001221,2024-10-29,148567,Sip,5334,Delhi,New Delhi,T30,26-35,Female,22.4,Mandate,Verified,2024,2024-08-30,60.0,At Risk
INV001221,2025-04-29,119552,Sip,8612,Delhi,New Delhi,T30,26-35,Female,22.4,Net Banking,Verified,2024,2024-10-29,182.0,At Risk
INV001222,2024-03-01,120504,Sip,2602,Delhi,Noida,T30,26-35,Female,14.9,Mandate,Verified,2024,,,Active
INV001222,2024-06-29,119092,Sip,11139,Delhi,Noida,T30,26-35,Female,14.9,Cheque,Verified,2024,2024-03-01,120.0,At Risk
INV001222,2025-01-17,119094,Sip,2130,Delhi,Noida,T30,26-35,Female,14.9,Mandate,Verified,2024,2024-06-29,202.0,At Risk
INV001222,2025-01-28,100025,Sip,6539,Delhi,Noida,T30,26-35,Female,14.9,Cheque,Verified,2024,2025-01-17,11.0,Active
INV001222,2025-02-07,148567,Sip,45824,Delhi,Noida,T30,26-35,Female,14.9,UPI,Verified,2024,2025-01-28,10.0,Active
INV001223,2024-01-27,119093,Sip,55142,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Verified,2024,,,Active
INV001223,2024-02-10,101206,Sip,1693,Punjab,Amritsar,B30,56+,Male,46.0,Cheque,Verified,2024,2024-01-27,14.0,Active
INV001223,2024-08-03,118636,Sip,10419,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Pending,2024,2024-02-10,175.0,At Risk
INV001223,2024-10-09,102886,Sip,11240,Punjab,Amritsar,B30,56+,Male,46.0,Net Banking,Pending,2024,2024-08-03,67.0,At Risk
INV001223,2024-11-12,119094,Sip,571,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Pending,2024,2024-10-09,34.0,Active
INV001223,2025-01-30,125497,Sip,2091,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Verified,2024,2024-11-12,79.0,At Risk
INV001223,2025-03-27,102885,Sip,444,Punjab,Amritsar,B30,56+,Male,46.0,UPI,Verified,2024,2025-01-30,56.0,At Risk
INV001224,2024-11-23,100025,Sip,29550,West Bengal,Kolkata,T30,18-25,Female,6.8,Net Banking,Verified,2024,,,Active
INV001224,2025-03-16,101208,Sip,7410,West Bengal,Kolkata,T30,18-25,Female,6.8,Net Banking,Verified,2024,2024-11-23,113.0,At Risk
INV001224,2025-03-22,120507,Sip,5779,West Bengal,Kolkata,T30,18-25,Female,6.8,UPI,Verified,2024,2025-03-16,6.0,Active
INV001224,2025-03-23,101208,Sip,599,West Bengal,Kolkata,T30,18-25,Female,6.8,Mandate,Verified,2024,2025-03-22,1.0,Active
INV001225,2024-03-07,119120,Sip,58227,Karnataka,Mysore,B30,26-35,Male,16.5,Mandate,Verified,2024,,,Active
INV001225,2024-09-04,120507,Sip,460,Karnataka,Mysore,B30,26-35,Male,16.5,Cheque,Verified,2024,2024-03-07,181.0,At Risk
INV001225,2025-01-29,148567,Sip,2997,Karnataka,Mysore,B30,26-35,Male,16.5,UPI,Verified,2024,2024-09-04,147.0,At Risk
INV001226,2025-01-30,120506,Sip,2017,West Bengal,Kolkata,T30,26-35,Female,20.4,UPI,Verified,2024,,,Active
INV001227,2024-08-30,149322,Sip,877,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,UPI,Pending,2024,,,Active
INV001227,2024-09-06,120507,Sip,1068,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,Cheque,Verified,2024,2024-08-30,7.0,Active
INV001227,2024-10-30,101207,Sip,9469,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,UPI,Verified,2024,2024-09-06,54.0,At Risk
INV001227,2025-03-17,120505,Sip,5055,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,UPI,Verified,2024,2024-10-30,138.0,At Risk
INV001228,2024-02-20,149322,Sip,25492,Karnataka,Bangalore,T30,36-45,Female,29.8,Cheque,Verified,2024,,,Active
INV001228,2024-05-01,102886,Sip,24070,Karnataka,Bangalore,T30,36-45,Female,29.8,UPI,Verified,2024,2024-02-20,71.0,At Risk
